GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34
0400000US39,39,Ohio,4593172,13994,686590,10073,3906582,15144,37.7,0.2,26.6,0.7,39.6,0.2,29.8,0.3,49.5,0.7,26.3,0.3,15.1,0.2,56.0,0.9,7.9,0.2,26.8,0.3,48.6,0.9,23.0,0.3,98.6,0.1,97.2,0.3,98.8,0.1,83.7,0.2,65.3,0.8,87.0,0.2,12.3,0.1,29.5,0.8,9.3,0.2,0.2,0.1,0.5,0.1,0.2,0.1,1.7,0.1,0.9,0.2,1.8,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.6,0.1,1.1,0.2,0.5,0.1,1.4,0.1,2.8,0.3,1.2,0.1,2.4,0.1,4.4,0.3,2.1,0.1,82.2,0.2,62.7,0.8,85.6,0.2,49308,363,16492,290,56152,377,2923523,16690,452694,7972,2470829,15461,15.7,0.2,25.5,1.1,14.0,0.2,32.9,0.4,49.6,1.2,29.8,0.4,51.4,0.4,25.0,1.1,56.2,0.4,1.4,(X),(X),(X),(X),(X)
0400000US40,40,Oklahoma,1459759,5575,201345,5092,1258414,6872,36.2,0.3,24.2,1.1,38.1,0.4,32.8,0.4,54.5,1.2,29.3,0.4,15.9,0.3,54.5,1.4,9.7,0.3,31.2,0.4,49.3,1.3,28.3,0.5,94.6,0.2,92.8,0.7,94.9,0.2,77.4,0.3,63.8,1.3,79.5,0.3,7.4,0.2,15.0,1.0,6.2,0.2,6.4,0.2,10.0,0.7,5.8,0.2,1.6,0.1,1.3,0.4,1.6,0.1,0.1,0.1,0.3,0.2,0.1,0.1,1.8,0.1,2.3,0.5,1.7,0.1,5.4,0.2,7.2,0.7,5.1,0.2,6.6,0.2,8.6,0.8,6.3,0.2,73.2,0.3,58.4,1.3,75.6,0.3,47529,454,18744,674,52950,528,966516,7153,139389,4135,827127,6664,15.6,0.4,22.4,1.5,14.4,0.4,34.9,0.6,48.0,1.9,32.7,0.7,49.6,0.6,29.6,1.6,52.9,0.6,1.9,(X),(X),(X),(X),(X)
0400000US41,41,Oregon,1535511,6674,290484,7936,1245027,9732,39.9,0.4,29.6,1.1,42.2,0.5,29.0,0.4,45.2,1.5,25.2,0.5,15.1,0.5,44.5,1.6,8.2,0.4,28.9,0.5,45.3,1.4,25.0,0.6,97.1,0.2,94.5,0.8,97.6,0.2,88.5,0.4,82.3,1.2,89.9,0.4,1.5,0.1,3.4,0.5,1.1,0.1,1.0,0.1,1.7,0.4,0.9,0.1,3.4,0.2,2.5,0.4,3.6,0.2,0.3,0.1,0.5,0.2,0.3,0.1,2.3,0.2,4.3,0.7,1.8,0.2,2.9,0.2,5.5,0.8,2.4,0.2,8.0,0.2,14.9,1.0,6.4,0.3,83.4,0.3,73.0,1.3,85.8,0.5,51075,490,22882,1183,59804,724,966250,10337,185148,5624,781102,9728,17.2,0.5,19.6,1.5,16.7,0.5,32.2,0.7,44.7,1.8,29.2,0.7,50.6,0.6,35.7,1.9,54.1,0.7,1.5,(X),(X),(X),(X),(X)
0400000US42,42,Pennsylvania,4945972,12878,644930,10452,4301042,13152,40.3,0.2,31.2,0.9,41.7,0.2,28.4,0.3,47.0,0.9,25.6,0.3,13.0,0.2,50.9,0.9,7.4,0.2,27.0,0.3,50.6,1.0,23.5,0.3,98.7,0.1,97.0,0.4,99.0,0.1,84.6,0.2,63.8,0.8,87.8,0.2,10.1,0.1,26.5,0.8,7.6,0.2,0.2,0.1,0.6,0.1,0.1,0.1,2.5,0.1,1.9,0.2,2.6,0.1,0.0,0.1,0.0,0.1,0.0,0.1,1.3,0.1,4.2,0.4,0.9,0.1,1.3,0.1,3.0,0.4,1.0,0.1,4.6,0.1,12.5,0.5,3.4,0.1,82.0,0.2,57.6,0.8,85.6,0.2,53234,420,17821,453,60324,357,3185054,17847,412975,8713,2772079,15136,16.0,0.3,26.7,1.3,14.3,0.2,31.4,0.4,46.6,1.4,29.1,0.4,52.7,0.4,26.6,1.0,56.5,0.4,1.8,(X),(X),(X),(X),(X)
0400000US44,44,Rhode Island,409654,3327,71530,3916,338124,4725,39.0,0.8,32.6,2.7,40.3,1.0,29.0,0.9,44.8,2.8,25.6,0.9,15.0,1.0,49.6,3.2,7.7,0.7,27.7,1.1,48.2,3.1,23.4,1.1,N,N,N,N,N,N,84.9,0.7,69.5,2.3,88.1,0.8,5.7,0.4,12.5,1.7,4.2,0.5,0.5,0.1,1.7,0.5,0.2,0.1,2.6,0.3,1.4,0.6,2.8,0.3,N,N,N,N,N,N,4.6,0.4,12.0,1.9,3.0,0.4,1.8,0.3,2.9,0.9,1.5,0.4,11.1,0.4,27.8,2.2,7.5,0.5,79.3,0.6,57.7,2.3,83.9,0.8,54891,1488,18453,1676,65256,1891,257165,5063,43789,2910,213376,5168,14.5,1.1,22.9,3.0,12.8,1.0,32.3,1.5,50.8,3.7,28.5,1.6,53.2,1.3,26.4,3.4,58.7,1.5,1.2,(X),(X),(X),(X),(X)
0400000US45,45,South Carolina,1826914,10151,261770,8700,1565144,11322,39.3,0.4,29.2,1.6,40.9,0.4,29.5,0.5,53.4,1.7,25.5,0.5,16.7,0.5,56.5,1.6,10.0,0.3,28.4,0.5,44.5,1.6,25.7,0.4,99.0,0.1,98.6,0.4,99.0,0.1,70.7,0.3,41.9,1.3,75.5,0.4,25.7,0.3,53.5,1.4,21.0,0.4,0.3,0.1,0.8,0.3,0.3,0.1,1.2,0.1,0.4,0.2,1.3,0.1,0.0,0.1,0.0,0.1,0.0,0.1,1.0,0.1,2.0,0.6,0.8,0.1,1.0,0.1,1.4,0.4,1.0,0.1,3.6,0.2,4.8,0.8,3.4,0.2,68.3,0.4,39.3,1.3,73.1,0.5,45238,507,17130,648,51015,469,1201616,11426,190686,7943,1010930,10293,18.5,0.4,25.9,1.9,17.1,0.5,35.2,0.7,48.2,2.0,32.7,0.7,46.3,0.7,25.9,1.5,50.1,0.7,2.1,(X),(X),(X),(X),(X)
0400000US46,46,South Dakota,334475,2656,36621,2674,297854,3616,36.6,0.7,24.4,2.7,38.1,0.9,28.9,1.0,50.8,3.5,26.2,1.0,13.2,0.9,55.3,4.2,8.1,0.8,24.0,0.8,42.8,3.3,21.7,0.9,N,N,N,N,N,N,90.4,0.5,67.6,3.4,93.2,0.5,1.3,0.3,2.6,1.2,1.1,0.3,5.4,0.4,23.6,2.6,3.1,0.4,0.9,0.2,1.1,0.6,0.9,0.2,N,N,N,N,N,N,0.5,0.2,2.1,1.8,0.3,0.2,1.6,0.3,2.9,1.4,1.4,0.3,2.0,0.4,6.0,2.1,1.6,0.3,89.1,0.5,64.5,3.3,92.2,0.6,50979,1027,16765,1463,55789,1205,211235,4208,23714,2010,187521,4546,11.7,0.7,19.5,4.0,10.8,0.6,26.9,1.1,52.4,4.8,23.7,1.2,61.3,1.2,28.1,4.2,65.5,1.3,1.2,(X),(X),(X),(X),(X)
0400000US47,47,Tennessee,2509665,11315,441196,9213,2068469,12907,37.5,0.3,27.7,0.9,39.6,0.3,31.4,0.4,51.1,1.2,27.2,0.4,17.4,0.4,54.9,1.0,9.4,0.3,30.5,0.4,50.3,1.1,26.2,0.5,98.6,0.1,97.9,0.3,98.8,0.1,80.0,0.2,64.9,0.9,83.3,0.3,16.0,0.2,30.3,0.9,13.0,0.3,0.2,0.1,0.3,0.1,0.2,0.1,1.3,0.1,0.5,0.2,1.4,0.1,0.1,0.1,0.0,0.1,0.1,0.1,1.0,0.1,1.9,0.3,0.8,0.1,1.4,0.1,2.1,0.3,1.2,0.1,3.3,0.1,5.4,0.6,2.9,0.2,77.9,0.3,61.7,1.0,81.4,0.3,44361,561,17433,487,51848,442,1660344,15866,307538,8262,1352806,15377,16.8,0.4,23.3,1.3,15.4,0.4,35.3,0.6,48.8,1.5,32.2,0.6,47.9,0.6,27.9,1.3,52.4,0.6,1.8,(X),(X),(X),(X),(X)
0400000US48,48,Texas,9277197,22719,1219570,17434,8057627,25481,32.2,0.2,27.0,0.6,33.0,0.2,37.3,0.2,64.5,0.7,33.2,0.3,15.7,0.2,52.1,0.7,10.2,0.2,24.7,0.2,41.7,0.8,22.1,0.2,98.2,0.1,97.9,0.2,98.3,0.1,76.6,0.2,66.6,0.7,78.2,0.2,12.5,0.1,21.7,0.6,11.1,0.1,0.5,0.1,0.5,0.1,0.4,0.1,4.0,0.1,2.0,0.2,4.3,0.1,0.1,0.1,0.0,0.1,0.1,0.1,4.5,0.1,6.9,0.4,4.2,0.1,1.8,0.1,2.1,0.2,1.7,0.1,30.6,0.1,49.5,0.6,27.7,0.2,51.5,0.2,25.4,0.5,55.4,0.2,53035,377,20917,355,60110,276,6407165,29321,963002,15956,5444163,27548,12.1,0.2,18.7,0.7,11.0,0.2,36.1,0.3,49.9,0.8,33.7,0.4,51.8,0.3,31.5,0.8,55.4,0.4,1.4,(X),(X),(X),(X),(X)
0400000US49,49,Utah,918370,4666,74801,4847,843569,7113,30.7,0.4,22.4,2.2,31.4,0.4,42.0,0.7,66.7,2.8,39.8,0.7,11.1,0.5,49.7,3.0,7.7,0.4,23.4,0.6,41.1,3.1,21.8,0.6,98.7,0.2,97.0,1.1,98.9,0.2,90.5,0.3,78.9,2.5,91.5,0.4,1.0,0.1,1.9,0.7,0.9,0.2,1.1,0.1,3.4,0.9,0.8,0.1,2.1,0.1,2.1,1.0,2.1,0.2,0.6,0.1,1.6,0.8,0.5,0.1,3.5,0.2,9.0,1.9,3.1,0.3,1.3,0.2,3.0,1.1,1.1,0.2,10.6,0.3,22.4,2.2,9.5,0.3,83.8,0.3,66.3,2.7,85.4,0.4,60922,658,24058,1987,63876,951,691495,6211,59682,4326,631813,7028,10.5,0.5,16.6,2.4,9.9,0.4,31.0,0.8,46.4,2.8,29.6,0.8,58.5,0.8,37.1,2.3,60.5,0.8,1.2,(X),(X),(X),(X),(X)
0400000US50,50,Vermont,257229,3177,36791,2218,220438,3217,40.5,0.7,33.9,2.6,41.7,0.9,28.0,1.0,43.8,3.1,25.3,1.1,12.3,0.8,43.1,3.5,7.1,0.7,27.6,1.2,53.9,3.8,23.2,1.1,N,N,N,N,N,N,96.3,0.4,93.7,1.5,96.7,0.5,0.5,0.2,0.7,0.6,0.5,0.2,0.6,0.2,0.5,0.4,0.6,0.2,0.9,0.2,1.2,0.7,0.8,0.2,N,N,N,N,N,N,0.1,0.1,0.2,0.3,0.1,0.1,1.7,0.3,3.7,1.2,1.3,0.3,1.2,0.2,1.8,0.8,1.0,0.2,95.3,0.4,92.2,1.7,95.8,0.5,54166,1724,18319,1552,60947,923,162017,3119,22085,1716,139932,3235,14.1,1.0,27.1,4.4,12.0,0.8,28.6,1.4,48.7,5.3,25.4,1.3,57.3,1.5,24.2,3.7,62.6,1.3,1.1,(X),(X),(X),(X),(X)
0400000US51,51,Virginia,3083820,12955,304111,8655,2779709,15087,36.0,0.2,29.0,1.3,36.8,0.3,32.6,0.4,55.0,1.5,30.2,0.4,11.3,0.3,49.8,1.4,7.1,0.2,23.5,0.3,44.9,1.4,21.2,0.3,98.1,0.1,97.8,0.4,98.2,0.1,72.6,0.3,52.5,1.5,74.8,0.3,18.9,0.2,40.2,1.5,16.5,0.2,0.3,0.1,0.4,0.2,0.3,0.1,4.9,0.1,2.6,0.4,5.2,0.1,0.0,0.1,0.0,0.1,0.0,0.1,1.4,0.1,2.1,0.4,1.4,0.1,1.9,0.1,2.2,0.4,1.8,0.1,6.1,0.1,8.4,0.8,5.8,0.2,68.4,0.3,47.2,1.4,70.7,0.3,64902,624,20833,695,70894,569,2058820,15546,219994,7301,1838826,15814,12.5,0.3,21.0,1.6,11.5,0.3,32.2,0.5,47.0,1.8,30.4,0.5,55.3,0.4,32.0,1.7,58.1,0.5,1.8,(X),(X),(X),(X),(X)
0400000US53,53,Washington,2679601,9916,377963,7624,2301638,11465,35.7,0.3,29.9,1.1,36.7,0.3,30.6,0.3,47.0,1.4,28.0,0.4,12.2,0.3,44.4,1.5,6.9,0.3,25.7,0.3,47.5,1.2,22.1,0.3,96.8,0.2,95.2,0.5,97.0,0.2,82.6,0.3,74.0,1.1,84.0,0.3,3.3,0.1,6.9,0.7,2.7,0.2,1.2,0.1,2.9,0.4,0.9,0.1,6.8,0.2,5.9,0.5,6.9,0.2,0.4,0.1,0.9,0.2,0.3,0.1,2.4,0.2,4.5,0.6,2.1,0.2,3.2,0.2,4.8,0.5,3.0,0.2,8.1,0.2,14.5,0.9,7.1,0.2,77.6,0.2,65.2,1.2,79.6,0.3,61366,485,23655,927,68541,845,1725099,12755,242683,7176,1482416,13059,14.4,0.3,19.2,1.4,13.7,0.4,33.0,0.6,45.7,1.5,30.9,0.6,52.6,0.6,35.1,1.4,55.5,0.7,1.7,(X),(X),(X),(X),(X)
0400000US54,54,West Virginia,735375,6298,120486,4866,614889,6008,42.7,0.5,27.6,1.7,45.6,0.6,26.8,0.6,46.7,2.1,22.9,0.7,18.1,0.7,59.4,2.0,10.0,0.6,36.5,0.8,55.5,2.3,32.8,0.8,N,N,N,N,N,N,95.0,0.2,91.5,1.1,95.7,0.3,3.3,0.2,6.1,0.9,2.7,0.3,0.3,0.1,0.5,0.4,0.2,0.1,0.6,0.1,0.4,0.3,0.6,0.1,N,N,N,N,N,N,0.1,0.1,0.3,0.2,0.1,0.1,0.8,0.2,1.2,0.5,0.7,0.2,0.9,0.2,0.9,0.4,1.0,0.2,94.2,0.3,91.2,1.2,94.8,0.4,41059,651,15368,1047,47338,655,472869,8027,78483,3842,394386,7216,23.4,0.8,37.3,2.6,20.7,0.7,34.6,1.2,43.2,2.8,32.9,1.3,42.0,1.1,19.5,2.1,46.4,1.2,1.2,(X),(X),(X),(X),(X)
0400000US55,55,Wisconsin,2307685,7753,302988,6543,2004697,9444,36.4,0.2,24.3,1.0,38.2,0.3,29.6,0.3,51.2,1.2,26.4,0.4,12.4,0.3,47.6,1.3,7.1,0.2,23.4,0.3,43.0,1.4,20.5,0.4,N,N,N,N,N,N,89.7,0.2,70.2,1.1,92.6,0.2,5.5,0.1,19.3,1.0,3.4,0.2,0.7,0.1,1.8,0.3,0.6,0.1,1.9,0.1,2.7,0.4,1.8,0.1,N,N,N,N,N,N,1.2,0.1,3.6,0.5,0.8,0.1,1.0,0.1,2.4,0.5,0.8,0.1,4.1,0.1,9.3,0.7,3.3,0.2,87.0,0.2,65.1,1.1,90.3,0.2,52622,433,19744,579,59193,534,1485877,10597,194038,6023,1291839,9993,14.3,0.3,19.3,1.4,13.6,0.3,29.8,0.5,51.8,1.7,26.4,0.5,55.9,0.4,28.8,1.4,60.0,0.5,1.4,(X),(X),(X),(X),(X)
0400000US56,56,Wyoming,232594,2987,15496,2155,217098,3557,35.5,0.9,24.3,6.3,36.3,1.0,30.0,1.5,57.3,6.1,28.1,1.5,11.2,0.9,43.1,6.6,9.0,0.8,24.2,1.3,48.7,6.1,22.4,1.3,N,N,N,N,N,N,93.0,0.7,78.9,5.4,94.0,0.8,1.1,0.3,2.8,2.8,0.9,0.3,1.7,0.4,6.8,3.3,1.3,0.4,N,N,N,N,N,N,N,N,N,N,N,N,1.7,0.4,5.4,3.1,1.4,0.4,1.7,0.5,4.9,3.4,1.5,0.5,8.1,0.5,17.0,4.6,7.5,0.6,87.2,0.6,68.3,6.5,88.6,0.7,57055,1983,21732,3287,60741,1560,149032,3982,11002,1583,138030,4035,12.3,1.2,23.2,6.4,11.4,1.1,29.9,1.9,45.1,7.1,28.6,2.0,57.8,2.1,31.7,6.2,59.9,2.2,1.6,(X),(X),(X),(X),(X)
0400000US72,72,Puerto Rico,1233490,9061,477030,9463,756460,9484,45.0,0.4,47.4,1.0,43.5,0.6,31.4,0.6,36.5,0.9,28.1,0.7,46.0,0.7,79.7,1.0,24.8,0.7,41.1,0.7,49.1,1.3,36.1,0.8,N,N,N,N,N,N,70.4,0.6,68.1,0.9,71.9,0.7,9.2,0.4,9.3,0.7,9.2,0.5,0.4,0.1,0.5,0.1,0.3,0.1,0.3,0.1,0.3,0.1,0.2,0.1,N,N,N,N,N,N,13.5,0.5,15.6,0.8,12.2,0.6,6.2,0.3,6.2,0.5,6.2,0.4,99.1,0.1,99.5,0.1,98.8,0.2,0.7,0.1,0.3,0.1,0.9,0.2,18928,367,8429,202,29158,539,867505,10682,344986,8335,522519,8881,37.8,0.6,56.3,1.2,25.6,0.8,36.3,0.8,33.2,1.1,38.3,1.1,25.9,0.7,10.5,0.7,36.1,1.0,1.4,(X),(X),(X),(X),(X)
